Id,Company Name,IPO Status,Valuation $B,Valuation $B num,Funding $M,T#Founded,T#Date joined,Country,Headquarter,Category,Description,Website,Source,Years to be Unicorn,Founders,Investors,Estimated revenue,Female founders,Funding rounds,Last funding type
290,ThoughtSpot,Private,1,2.2,743.7,2012-06-01,2018-05-08,United States,"Sunnyvale, California, United States",Internet software & services,"ThoughtSpot is a business intelligence platform that helps anyone explore, analyze, and share real-time business analytics data easily.",https://www.thoughtspot.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Abhishek Rai, Abhishek Rai, Ajeet Singh, Amit Prakash, Priyendra Deshwal, Priyendra Deshwal, Sanjay Agrawal, Shashank Gupta, Vijay Ganesan","Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",$100M to $500M,No,8,Series E
291,Thrasio,Private,1,1,396.5,2018-01-01,2020-07-15,United States,"Medfield, Massachusetts, United States",Other,Thrasio is an acquirer of Amazon third-party private-label businesses.,http://www.thras.io,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Carlos Cashman, Joshua Silberstein","Upper90, RiverPark Ventures, Advent International",$100M to $500M,No,5,Series C
292,Tiger Brokers,Public,IPO,1,139.09,2014-06-01,2018-07-11,China,"Beijing, Beijing, China",Fintech,Tiger Brokers is a financial advisory firm that focuses on brokering stock market transactions.,https://www.itiger.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,Wu Tianhua,"Xiaomi, ZhenFund, China Growth Capital | CGC, Huagai Capital, CreditEase Fintech Investment Fund",$10M to $50M,No,5,Series C
293,Toast,Private,4.9,1.2,901.95,2011-12-22,2018-07-10,United States,"Boston, Massachusetts, United States",Fintech,Toast is an all-in-one point-of-sale and restaurant management platform for businesses in the food service and hospitality space.,https://pos.toasttab.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Aman Narang, Jonathan Grimm, Steve Fredette","Bessemer Venture Partners, Tiger Global Management, Google Ventures",$50M to $100M,No,7,Series F
294,Tongdun Technology,Private,2,1.65,250.2,2013-01-01,2017-10-10,China,"Hangzhou, Zhejiang, China",Cybersecurity,Tongdun Technology  develops online software solutions for anti-theft and fraud management applications.,https://www.tongdun.cn/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jackal Ma, Tao Jiang","Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",$10M to $50M,No,6,Series D
295,Toutiao (Bytedance)/ ByteDance,Private,140,1,7410,2012-03-01,2017-04-07,China,"Shanghai, Shanghai, China",Artificial intelligence,ByteDance is an internet technology company that enables to discover a world of creative content platforms.,http://bytedance.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Yiming Zhang,"Sequoia Capital China, SIG Asia Investments, Sina Weibo, Softbank Group",$10M to $50M,No,10,Secondary Market
296,TransferWise,Private,5,2.33,1090,2011-01-01,2015-01-26,United Kingdom,"London, England, United Kingdom",Fintech,TransferWise is a money transfer service allowing private individuals and businesses toÂ send money abroad without hidden charges.,https://transferwise.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Kristo Kaarmann, Taavet Hinrikus","IA Ventures, Index, Ventures, SV Angel",$100M to $500M,No,11,Secondary Market
297,Traveloka,Private,3,1.3,1170,2012-01-01,2017-07-28,Indonesia,"Jakarta, Jakarta Raya, Indonesia",Travel,Traveloka is an online travel aggregator that helps customers choose and book their next travel location.,http://traveloka.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Albert Albert, Derianto Kusuma, Ferry Unardi","Global Founders Capital, East Ventures, Expedia Inc.",$10M to $50M,No,6,Venture - Series Unknown
298,Trax,Private,1.3,11.2,386.9,2010-01-01,2019-07-22,Singapore,"Singapore, Central Region, Singapore",Artificial intelligence,Trax provides computer vision solutions for retail.,http://traxretail.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",10,"Dror Feldheim, Joel Bar-El","Hopu Investment Management, Boyu Capital, DC Thomson Ventures",$10M to $50M,No,9,Series D
299,Tresata,Private,1,5,51.25,2011-01-01,2018-10-10,United States,"Charlotte, North Carolina, United States",Fintech,Tresata develops software platform for real-time customer intelligence management.,http://tresata.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Abhishek Virendra Mehta, Richard Morris",GCP Capital Partners,Less than $1M,No,3,Private Equity
300,TripActions,Private,4,3,1110,2015-01-01,2018-11-08,United States,"Palo Alto, California, United States",Travel,TripActions is a corporate travel management company that keeps travelers safe while driving business travel continuity.,http://tripactions.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Ariel Cohen, Ilan Twig","Andreessen Horowitz, Lightspeed Venture Partners, Zeev Ventures",$50M to $100M,No,9,Debt Financing
301,Tuhu,Private,1.16,1,874.78,2011-01-01,2018-09-15,China,"Shanghai, Shanghai, China",Auto & transportation,Tuhu is an automobile after-sales products and services provider.,http://www.tuhu.cn/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,Min Chen,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",$100M to $500M,No,7,Series F
302,Tujia,Private,1.5,4,755,2011-12-01,2015-06-17,China,"Beijing, Beijing, China",Travel,Tujia operates as a vacation rental booking platform.,http://tujia.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Luo Jun, Melissa Yang","GGV Capital, QiMing Venture Partnersl",$1B to $10B,Yes,5,Series E
303,Turo,Private,1,4,467.4,2010-01-01,2019-07-17,United States,"San Francisco, California, United States",E-commerce & direct-to-consumer,Turo is a car sharing marketplace where guests can book any car they want.,https://turo.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",10,Shelby Clark,"August Capital, Google Ventures, Shasta Ventures",$10M to $50M,No,12,Series E
304,TuSimple,Private,1,1.4,298.07,2015-01-01,2019-02-13,United States,"San Diego, California, United States",Artificial intelligence,TuSimple is a self-driving truck company developing technology that allows them to drive from depot-to-depot without human intervention.,http://www.tusimple.ai/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jianan Hao, Mo Chen, Xiaodi Hou","Sina Weibo Fund, Zhiping Capital, Composite Capital Partners",$10M to $50M,No,7,Corporate Round
305,UBTech Robotics,Private,5,1.1,940,2012-01-01,2016-07-26,China,"Shenzhen, Guangdong, China",Hardware,UBTech Robotics is as an artificial intelligence and humanoid robotic company.,http://www.ubtrobot.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,Zhou Jian,"CDH Investments, Goldstone Investments, Qiming Venture Partners",$50M to $100M,No,4,Series C
306,UCloud Information Technology,Public,IPO,2.37,314.43,2011-01-01,2021-01-01,China,"Shanghai, Shanghai, China",Internet software & services,UCloud Information Technology provides cloud storage and data analytics services to online gaming and e-commerce operators.,http://www.ucloud.cn,"CBINSIGHTS Global Unicorn Club, Crunchbase data",0,"Kun Hua, Xianfeng Mo, Xinhua Ji","CICC, Legend Capital, Bertelsmann Asia Investments, VMS Group, DCM Ventures",$50M to $100M,No,6,Series E
307,Ucommune,Exited Unicorn,Unexplained,1.3,704.37,2015-01-01,2017-01-18,China,"Beijing, Beijing, China",Other,Ucommune offers co-working space solutions to small-to-medium enterprises.,https://www.ucommune.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Daqing Mao, He Zhuangkun","ZhenFund, Sinovation Ventures, Sequoia Capital China, Gaorong Capital, Yintai Group",$50M to $100M,No,11,Corporate Round
308,Udaan,Private,2.3,3.35,899.92,2016-01-01,2018-09-03,India,"Bangalore, Karnataka, India","Supply chain, logistics, & delivery","Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform.",https://udaan.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Amod Malviya, Sujeet Kumar, Vaibhav Gupta","DST Global, Lightspeed Venture Partners, Microsoft ScaleUp",$10M to $50M,No,5,Venture - Series Unknown
309,Udemy,Private,2,7.8,223,2010-02-01,2020-02-19,United States,"San Francisco, California, United States",Edtech,"Udemy is an online learning destination that helps students, companies, and governments gain the skills to compete in todayâ€™s economy.",http://www.udemy.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",11,"Eren Bali, Gagan Biyani, Oktay Caglar","MHS Capital, Insight Partners, Norwest Venture Partners",$10M to $50M,No,9,Series E
310,Unisound,Private,1.19,2,301.44,2012-01-01,2018-07-19,China,"Beijing, Beijing, China",Artificial intelligence,Beijing Yunzhisheng Information Technology is a mobile internet startup focused on intelligent voice and speech processing technologies.,http://www.unisound.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Huang Wei, Jiaen Liang, Zhao Yiyang","Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",$10M to $50M,No,7,Series D
311,United Imaging Healthcare,Private,5,1,503.49,2011-01-01,2017-09-14,China,"Shanghai, Shanghai, China",Health,United Imaging Healthcare develops and manufactures medical equipment and solutions.,http://www.united-imaging.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,Daniel Mou,"China Life Insurance, China Development Bank Capital, CITIC Securities International",$100M to $500M,No,1,Series A
312,Upgrade,Private,1,2.5,202,2016-01-01,2020-06-17,United States,"San Francisco, California, United States",Fintech,Upgrade is a neobank that offers affordable and responsible credit to mainstream consumers.,http://www.upgrade.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Adelina Grozdanova, Jeff Bogan, Matt Wierman, Renaud Laplanche, Soul Htite, Visar Nimani","Union Square Ventures, Ribbit Capital, VY Capital",$10M to $50M,Yes,5,Series D
313,Uptake/ Uptake Technologies,Private,2.3,1,218,2014-07-01,2015-10-27,United States,"Chicago, Illinois, United States",Artificial intelligence,Uptake Technologies designs and develops enterprise software.,http://www.uptake.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,Bradley Keywell,"Revolution, New Enterprise Associates, Caterpillar",$100M to $500M,No,4,Series D
314,VAST Data,Private,1.2,1.2,180,2016-01-01,2020-04-16,United States,"New York, New York, United States",Data management & analytics,VAST Data is a storage company bringing an end to complex storage tiering and HDD usage in the enterprise.,http://www.vastdata.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jeff Denworth, Renen Hallak, Shachar Fienblit","Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",$10M to $50M,No,4,Series C
315,Verkada,Private,1.8,1,138.9,2016-01-01,2020-01-29,United States,"San Mateo, California, United States",Cybersecurity,"Verkada is an IoT platform that combines plug-and-play security cameras with intelligent, cloud-based software.",https://www.verkada.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Benjamin Bercovitz, Filip Kaliszan, James Ren","next47, First Round Capital, Sequoia Capital",$50M to $100M,No,4,Series C
316,Via Transportation/ Via,Private,2.25,6.6,587.06,2012-06-26,2020-03-30,United States,"New York, New York, United States",Auto & transportation,Via is a re-engineering public transit company that develops and provides on-demand public mobility solutions for commuters.,http://www.ridewithvia.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Daniel Ramot, Oren Shoval","83North, RiverPark Ventures, Pitango Venture Capital",$10M to $50M,No,5,Series E
317,VIPKID,Private,4.5,2.25,1060,2013-01-01,2017-08-23,China,"Beijing, Beijing, China",Edtech,VIPKid connects teachers in North America with children around the world for real-time English immersion learning online,https://www.vipkid.com.cn,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Cindy Mi, Jessie Chen, Victor Zhang","Sequoia Capital China, Tencent Holdings, Sinovation Ventures",$500M to $1B,Yes,10,Series E
318,Viva Republica (Toss)/ Toss,Private,2.2,3,261.2,2011-01-01,2018-12-10,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",Fintech,Toss is a Korea-based mobile finance platform.,http://toss.im,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,Seunggun Lee,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers",$10M to $50M,No,9,Series F
319,Vlocity,Exited Unicorn,M&A,888,162.8,2014-03-01,2019-03-26,United States,"San Francisco, California, United States",Internet software & services,Vlocity provides industry-specific cloud and mobile software that drives digital transformation for companies.,https://vlocity.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Craig Ramsey, David Schmaier, James Ramsey, Jeff Amann, Mark Armenante, Young Sohn","Salesforce Ventures, Accenture, Bessemer Venture Partners, Sutter Hill Ventures, Kennet Partners",$100M to $500M,Yes,4,Series C
320,Vroom,Public,IPO,777,721.25,2013-01-01,2021-01-01,United States,"New York, New York, United States",E-commerce & direct-to-consumer,"Vroom is an innovative, end-to-end ecommerce platform designed to offer a better way to buy and sell used vehicles.",http://www.vroom.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",0,"Kevin Westfall, Marshall Chesrown, Scott Chesrown","General Catalyst, T. Rowe Price, L Catterton, PICO Venture Partners, Durable Capital Partners",$500M to $1B,No,8,Series H
321,VTS,Private,1,,187.36,2012-01-01,2019-05-07,United States,"New York, New York, United States",Internet software & services,"VTS is a real estate CRM software company bringing together landlords, brokers, and tenants to make deals happen.",http://www.vts.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Brandon Weber, Donald DeSantis, Karl Baum, Niall Smart, Nicholas Romito, Ryan Masiello","Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",$50M to $100M,No,8,Series D
322,WalkMe,Private,1,,307.5,2011-01-01,2018-09-20,United States,"San Francisco, California, United States",Internet software & services,"WalkMeâ€™s pioneering Digital Adoption Platform provides software users with guidance, engagement, insights and automation.",http://www.walkme.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Dan Adika, Eyal Cohen, Rephael Sweary","Gemini Israel Ventures, Insight Venture Partners, Giza Venture Capital",$100M to $500M,No,9,Series G
323,"Warby 	  Parker/ Warby Parker",Private,1.2,,290.5,2010-01-01,2015-04-30,United States,"New York, New York, United States",E-commerce & direct-to-consumer,Warby Parker is a lifestyle brand that offers designer eyewear at a revolutionary price operating as a socially conscious business.,http://www.warbyparker.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Andrew Hunt, David Gilboa, Jeffrey Raider, Neil Blumenthal","BoxGroup, Felicis Ventures, 	  First Round Capital",$10M to $50M,No,7,Series E
324,Wefox Group,Private,1.65,,268.5,2015-01-01,2019-12-11,Germany,"Berlin, Berlin, Germany",Fintech,"wefox Group is an tech company that connects insurance providers, distributors, and customers.",https://www.wefoxgroup.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Dario Fazlic, Fabian Wesemann, Jonathan Seoane, Julian Teicke, Teodoro Martino","Salesforce Ventures, Seedcamp, OMERS Ventures",$10M to $50M,No,5,Series B
325,Weimob,Public,IPO,777,589.15,2013-04-01,2021-01-01,China,"Shanghai, Shanghai, China",Consumer & retail,Weimob a WeChat-based CRM solution provider that helps businesses to build m-commerce platforms on WeChat at lower costs.,http://weimob.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",0,Sun Taoyong,"Tencent Holdings, GIC, HNA Group, Oriental Fortune Capital, Meridian Capital",$50M to $100M,No,5,Series E
326,WeLab,Private,1,,581,2013-01-01,2017-11-08,Hong Kong,"Sheung Wan, Hong Kong Island, Hong Kong",Fintech,WeLab is a Hong Kong-based fintech company offering virtual banking and consumer financing solutions.,http://www.welab.co,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Aananth Solaiyappan, Frances Kang, Kelly Wong, Simon Loong","Sequoia Capital China, ING,	Alibaba Entrepreneurs Fund",$100M to $500M,Yes,8,Series C
327,WeMakePrice,Private,2.33,,397.09,2010-05-01,2015-09-09,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",E-commerce & direct-to-consumer,Wemakeprice (ìœ„ë©”í”„) is a Korean social commerce platform offering e-commerce and internet advertising services.,http://www.wemakeprice.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Huh Min,"IMM Investment, NXC",$100M to $500M,No,3,Venture - Series Unknown
328,Wildlife Studios,Private,1.3,,60,2011-04-04,2019-12-05,Brazil,"SÃ£o Paulo, Sao Paulo, Brazil",Other,Wildlife Studios is a mobile gaming company that develops games that will mark a generation.,http://www.wildlifestudios.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Arthur Lazarte, Victor Lazarte","Benchmark, Bessemer Venture Partners",$10B+,No,1,Series A
329,Wish,Private,11.2,,1630,2010-01-01,2015-05-18,United States,"San Francisco, California, United States",E-commerce & direct-to-consumer,"Wish is shopping app, putting a digital shopping mall of affordable goods directly in the pockets of consumers worldwide.",http://wish.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Danny Zhang, Peter Szulczewski","Founders Fund, GGV Capital, Digital Sky Technologies",$10M to $50M,No,10,Series H
330,WM Motor,Private,5,,1600,2015-01-01,2019-03-08,China,"Shanghai, Shanghai, China",Auto & transportation,WM Motor is an emerging energy vehicle product and travel solution provider.,http://www.wm-motor.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Freeman Shen, Napoleon Du","Baidu Capital, Linear Venture, Tencent",$10M to $50M,No,4,Series C
331,Xiaohongshu,Private,3,,417.69,2013-01-01,2016-03-31,China,"Shanghai, Shanghai, China",E-commerce & direct-to-consumer,"Xiaohongshu is a young lifestyle sharing platform to share positive energy and good life through the sharing of text, pictures and video.",https://www.xiaohongshu.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Charlwin Mao Wenchao, Miranda Qu","GGV Capital, ZhenFund, Tencent",$500M to $1B,Yes,7,Series D
332,Xiaomi,Public,IPO,777,3450,2010-04-04,2021-01-01,China,"Beijing, Beijing, China",Mobile & telecommunications,Xiaomi is an electronics and software company that focuses on mobile devices and technology.,http://www.mi.com/en/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",0,"Bin Lin, Chuan Wang, De Liu, Feng Hong, Guangping Zhou, Jiangji Huang, Jun Lei, Wanqiang Li","Goldman Sachs, Temasek Holdings, IDG Capital, Morgan Stanley, Shunwei Capital",$10B+,No,12,Secondary Market
333,XiaoZhu/ Xiaozhu.com,Private,1,,571.6,2012-01-01,2017-11-01,China,"Beijing, Beijing, China",Travel,Xiaozhu.com is a platform for online communication and transactions for landlords and tenants.,http://www.xiaozhu.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Chi Chen, Liantao Wang","Morningside Ventures, Capital Today, JOY Capital",$10M to $50M,No,10,Series F
334,XPeng Motors,Private,4,,2190,2014-01-01,2018-08-02,China,"Guangzhou, Guangdong, China",Auto & transportation,Xiaopeng Motors is an electric vehicle and technology company that designs and manufactures smart cars.,https://www.xiaopeng.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Tao He, Wei Xia, Xiaopeng He","Morningside Venture Capital, Foxconn Technology Company, Alibaba Group",$100M to $500M,No,7,Series C
335,"Yello 	  Mobile/ Yello Mobile",Private,4,,187.2,2012-08-01,2014-11-11,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",Mobile & telecommunications,"Yello Mobile is a mobile business platform operating in shopping, media content, marketing & advertising, travel, and O2O business.",http://yellomobile.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,Sanghyuk Lee,Formation 8,$100M to $500M,No,4,Convertible Note
336,Yidian Zixun,Private,1.4,,178.2,2013-07-01,2017-10-17,China,"Beijing, Beijing, China",Mobile & telecommunications,Yidian Zixun is an interest-oriented mobile news aggregator.,http://www.yidianzixun.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Jeff Zheng, Xuyang Ren","Phoenix New Media, Tianjin Haihe Industry Fund",-,No,4,Series E
337,Yijiupi (???)/ Yijiupi,Private,1.1,,511.36,2014-09-01,2018-09-20,China,"Wuhu, Anhui, China",Consumer & retail,Yijiupi is an e-commerce company that is restructuring the beverage supply chain.,https://www.yijiupi.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Sheng Qiang Chen, Shi Tao","Source Code Capital, Meituan Dianping, Tencent Holdings",$500M to $1B,No,7,Series D
338,Yitu Technology,Private,2.37,,411.8,2012-01-01,2018-03-08,China,"Shanghai, Shanghai, China",Artificial intelligence,"YITU Technology integrates state-of-the-art AI technologies with industrial applications to build a safer, faster and healthier world.",http://www.yitutech.com/en/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Lin Chenxi, Zhu Long","Sequoia Capital China, Banyan Capital",$10M to $50M,No,12,Venture - Series Unknown
339,You & Mr Jones,Private,1.3,,550,2015-06-01,2019-11-19,United States,"New York, New York, United States",Other,You & Mr Jones is a platform that creates and distributes content which helps businesses build their brands.,http://www.youandmrjones.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"David Jones, Jean-Marc Antoni",Undisclosed,$50M to $100M,No,2,Series B
340,Youxia Motors,Private,3.35,,1330,2014-01-01,2018-04-02,China,"Minhang, Shanghai, China",Auto & transportation,Youxia Motors designs and manufactures electric vehicles.,http://www.youxiamotors.com/english.php,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,Will Lee,"China Environmental Protection Industry, China Fortune Ocean",-,No,4,Series B
341,Yuanfudao,Private,7.8,,1540,2012-03-01,2017-05-31,China,"Beijing, Beijing, China",Edtech,Yuanfudao provides live courses and tutoring through an online platform.,https://www.yuanfudao.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Shuai Ke, Xin Li, Yong Li","Tencent Holdings, Warbug Pincus, IDG Capital",$10M to $50M,No,8,Series G
342,Zenefits,Private,2,,583.6,2013-06-17,2015-05-06,United States,"San Francisco, California, United States",Fintech,"Zenefits delivers a complete, all-mobile HR experience for small and medium businesses.",http://www.zenefits.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Laks Srini, Parker Conrad","SV Angel,Institutional Venture Partners, Venrock",$100M to $500M,No,4,Series C
343,Zhaogang/ Zhaogang.com,Private,1,,380.71,2012-01-01,2017-06-29,China,"Yangpu, Hainan, China",E-commerce & direct-to-consumer,Zhaogang.com is a website that is specialized in steel trading information services for buyers and suppliers.,http://www.zhaogang.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Dong Wang,"K2 Ventures, Matrix Partners China, IDG Capital",$500M to $1B,No,8,Series F
344,Zhihu,Private,2.5,,892.35,2011-01-26,2017-01-12,China,"Beijing, Beijing, China",Internet software & services,Zhihu is a Chinese social network platform dedicated to questioning and answering.,http://www.zhihu.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Jixin Huang, Shenshen Li, Victor Zhou","Tencent Holdings, Sinovation Ventures, Qiming Venture Partners",$10M to $50M,No,7,Series F
345,Zhuan Zhuan/ Zhuanzhuan,Private,1,,500,2015-11-01,2017-04-18,China,"Beijing, Beijing, China",E-commerce & direct-to-consumer,Zhuanzhuan is an online marketplace on which users can buy and sell secondhand goods.,http://www.zhuanzhuan.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,-,"58.com, Tencent Holdings",$1M to $10M,No,2,Series B
346,Zipline International/ Zipline,Private,1.2,,233,2011-01-01,2019-05-20,United States,"Half Moon Bay, California, United States","Supply chain, logistics, & delivery","Zipline designs, manufactures, and operates drones to deliver vital medical products to everyone, no matter where they live.",http://flyzipline.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Keenan Wyrobek, Keller Rinaudo, Will Hetzler","Sequoia Capital, Baillie Gifford & Co., Google Ventures",$10M to $50M,No,6,Series D
347,ZipRecruiter,Private,1,,219,2010-03-01,2018-10-04,United States,"Santa Monica, California, United States",Artificial intelligence,"ZipRecruiter is an online employment marketplace, connecting millions of employers and job seekers through mobile and email services.",http://www.ziprecruiter.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Ian Siegel, Joe Edmonds, Ward Poulos, Willis Redd","Basepoint Ventures,Industry Ventures, and Institutional Venture Partners",$10M to $50M,No,2,Series B
348,Ziroom,Private,6.6,,2120,2011-10-18,2018-01-17,China,"Beijing, Beijing, China",E-commerce & direct-to-consumer,Ziroom is an rental services company provides home rental and property management services.,http://www.ziroom.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,Lin Xiong,"Sequoia Capital China, Warburg Pincus, General Catalyst",$1M to $10M,No,4,Secondary Market
349,Zoom,Public,IPO,777,146,2011-01-01,2017-01-01,United States,"San Jose, California, United States",Internet software & services,"Zoom is a software company that offers a communications platform that connects people through video, voice, chat, and content sharing.",http://zoom.us,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,Eric Yuan,"Sequoia Capital, Emergence, Horizons Ventures, Qualcomm Ventures, Data Collective DCVC",$500M to $1B,No,6,Series D
350,Zoox,Exited Unicorn,IPO,777,955,2014-07-29,2016-05-27,United States,"Foster City, California, United States",Auto & transportation,Zoox is an AI robotics company that provides mobility as-a-service and self-driving car services.,https://www.zoox.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Jesse Levinson, Tim Kentley Klay","Lux Capital, Blackbird Ventures, Threshold, Grok Ventures, Wendi Murdoch",$100M to $500M,No,5,Convertible Note
351,Zume Pizza,Private,2.25,,423,2015-09-08,2018-11-01,United States,"Mountain View, California, United States",Consumer & retail,Zume Pizza is a food delivery company that operates an automated pizza delivery platform.,http://www.zumepizza.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Alex Garden, Julia Collins","Softbank Group, AME Cloud Ventures, SignalFire",$50M to $100M,Yes,7,Venture - Series Unknown
352,Zuoyebang,Private,3,,1340,2014-01-01,2018-07-18,China,"Beijing, Beijing, China",Edtech,Zuoyebang is an online education startup that provides tutoring services for primary and secondary students.,https://www.zybang.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,Hou Jianbin,"Sequoia Capital China, Xiang He Capital, GGV Capital",$10B+,No,5,Series E
