Id,Company Name,IPO Status,Valuation_$B,Valuation_$B_num,Funding $M,Founded,Date_joined,Country,Headquarter,Category,Description,Website,Source,Years_to_be_Unicorn,Founders,Investors,Estimated_revenue,Female_founders,Funding_rounds,Last_funding_type
70,Coupang,Private,9,1.5,3420,1/1/2010,5/28/2014,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",E-commerce & direct-to-consumer,Coupang offers an e-commerce platform that is powered by innovative technology and operations.,http://www.coupang.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,Bom Kim,"Sequoia Capital, Founder 	  Collective, Wellington Management",$1B to $10B,No,8,Private Equity
71,Coursera,Private,1,1.65,443.1,1/1/2012,4/25/2019,United States,"Mountain View, California, United States",Edtech,Coursera is an online education company that partners with universities and organizations to offer classes on their platform.,http://www.coursera.org,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Andrew Ng, Daphne Koller","New Enterprise Associates, Kleiner Perkins Caufield & Byers, GSV Capital, Learn Capital",$10M to $50M,Yes,9,Series F
72,Cybereason,Private,1.5,1.4,388.6,1/1/2012,8/6/2019,United States,"Boston, Massachusetts, United States",Cybersecurity,Cybereason is an endpoint detection and response platform that identifies cyber attacks for effective response.,http://www.cybereason.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Lior Div, Yonatan Amit, Yossi Naar","SoftBank Group, CRV, Spark Capital",$10M to $50M,No,5,Series E
73,Darktrace,Private,1.65,1,230.5,1/1/2013,5/15/2018,United Kingdom,"Cambridge, Cambridgeshire, United Kingdom",Artificial intelligence,Darktrace is the worldâ€™s leading cyber AI company and the creator of Autonomous Response technology.,https://www.darktrace.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Dave Palmer, Emily Orton, Jack Stockdale, Nicole Eagan, Poppy Gustafsson","KKR, Ten Eleven Ventures, Summit Partners",$50M to $100M,Yes,8,Series E
74,Databricks,Private,6.2,1.5,897,1/1/2013,2/5/2019,United States,"San Francisco, California, United States",Data management & analytics,"Databricks is a platform that helps its customers unify their analytics across business, data science, and data engineering.",https://databricks.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Ali Ghodsi, Andy Konwinski, Ion Stoica, Matei Zaharia, Patrick Wendell, Reynold Xin, Scott Shenker","Andreessen Horowitz, New Enterprise Associates, Battery Ventures",$10M to $50M,No,6,Series F
75,Dataiku,Private,1.4,2,146.84,1/1/2013,12/4/2019,United States,"New York, New York, United States",Internet software & services,"Dataiku develops Data Science Studio, the tool that lets data scientists and analysts do machine learning on any (dirty) data.",http://www.dataiku.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"ClÃ©ment Stenac, Florian Douetteau, Marc Batty, Thomas Cabrol","Alven Capital, FirstMark Capital, capitalG",$10M to $50M,No,7,Secondary Market
76,DataRobot,Private,1,1.12,430.6,6/1/2012,7/29/2019,United States,"Boston, Massachusetts, United States",Artificial intelligence,DataRobot delivers trusted AI technology and ROI enablement services to global enterprises competing in todayâ€™s Intelligence Revolution.,http://datarobot.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Jeremy Achin, Thomas DeGodoy","New Enterprise Associates, Accomplice, IA Ventures",$50M to $100M,No,7,Series E
77,Dave,Private,1,1.5,183,10/28/2016,9/30/2019,United States,"Los Angeles, California, United States",Fintech,"Dave is a leading US challenger bank on a mission to put everyoneâ€™s financial mind at ease with free overdraft cash, budgeting and side gigs",http://www.Dave.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Jason Wilk, John Wolanin, Paras Chitakar","Section 32, SV Angel, Norwest Venture Partners",$1M to $10M,No,6,Series B
78,Delhivery,Private,1.5,1.8,934.57,1/1/2011,2/27/2019,India,"Gurgaon, Haryana, India","Supply chain, logistics, & delivery",Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.,http://delhivery.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Times Internet, Nexus Venture Partners, SoftBank Group",$100M to $500M,No,9,Secondary Market
79,Deliveroo,Private,2,1,1530,1/1/2012,9/25/2017,United Kingdom,"London, England, United Kingdom","Supply chain, logistics, & delivery",Deliveroo owns and operates an online food delivery platform in the United Kingdom.,https://deliveroo.co.uk/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Greg Orlowski, William Shu","Accel Partners, General Catalyst, Index Ventures",$500M to $1B,No,9,Series G
80,Deposit Solutions,Private,1.12,56,198.87,1/1/2011,9/18/2019,Germany,"Hamburg, Hamburg, Germany",Fintech,Deposit Solutions is provider of the open banking platform for deposits connecting banks and depositors.,http://www.deposit-solutions.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,Tim Sievers,"e.ventures, Greycroft, FinLab",$1M to $10M,No,6,Venture - Series Unknown
81,Desktop Metal,Private,1.5,1.15,436.76,1/1/2015,7/17/2017,United States,"Burlington, Massachusetts, United States",Hardware,Desktop Metal is reinventing the way design and manufacturing teams print with metal.,http://www.desktopmetal.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"A. John Hart, Christopher A Schuh, Ely Sachs, Emanuel M. Sachs, Jonah Myerberg, Ric Fulop, Rick Chin, Yet-Ming Chiang","Australian Future Fund, GE Ventures, Data Collective",$10M to $50M,No,7,Series E
82,Devoted Health,Private,1.8,3.5,362,3/1/2017,10/16/2018,United States,"Waltham, Massachusetts, United States",Health,Devoted Health is a healthcare company serving seniors and giving them a health care plan with personal guides and world-class technology.,https://devoted.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Ed Park, Jeremy Delinsky, Todd Park","Andreessen Horowitz, F-Prime Capital, Venrock",$50M to $100M,No,2,Series B
83,Dianrong,Private,1,1.3,549,2/17/2013,8/2/2017,China,"Shanghai, Shanghai, China",E-commerce & direct-to-consumer,Dianrong is an online marketplace lending company that uses technology to transform the way China is financed to help enrich peopleâ€™s lives.,http://www.dianrong.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Kevin Guo, Soul Htite","Standard Chartered, FinSight Ventures, Affirma Capital",$100M to $500M,No,8,Private Equity
84,Didi Chuxing,Private,56,1.14,21240,9/1/2012,12/31/2014,China,"Beijing, Beijing, China",Auto & transportation,Didi Chuxing is a mobile transportation platform that offers app-based transportation services.,https://www.didiglobal.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Bo Zhang, Wei Cheng","Matrix Partners, Tiger 	  Global Management, Softbank Corp.,",$10M to $50M,No,19,Corporate Round
85,DigitalOcean,Private,1.15,16,455.41,1/1/2012,5/14/2020,United States,"New York, New York, United States",Internet software & services,"DigitalOcean is a cloud computing platform that provides a cloud platform to deploy, manage, and scale applications of any size.",http://www.digitalocean.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Alec Hartman, Ben Uretsky, Jeff Carr, Mitch Wainer, Moisey Uretsky","Andreessen Horowitz, Access Industries, IA Ventures",$100M to $500M,No,12,Series C
86,Discord,Private,3.5,1,379.3,5/1/2012,4/20/2018,United States,"San Francisco, California, United States",Internet software & services,"Discord is a voice, video, and text chat app designed specifically for gamers.",https://discordapp.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Jason Citron,"Benchmark, Greylock Partners, Tencent Holdings",$10M to $50M,No,8,Venture - Series Unknown
87,Docker,Private,1.3,1.5,307.86,1/1/2010,4/14/2015,United States,"San Francisco, California, United States",Internet software & services,"Docker develops an open platform for building, shipping, and running distributed applications.",https://www.docker.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Solomon Hykes,"Greylock Partners, 	  Lightspeed Venture Partners, Lowercase Capital",$10M to $50M,No,10,Venture - Series Unknown
88,Doctolib,Private,1.14,1.5,266.66,1/1/2013,3/19/2019,France,"Paris, Ile-de-France, France",Health,Doctolib is an online and mobile booking platform that helps to find a specialist doctor nearby and make an appointment.,http://www.doctolib.fr,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Franck Tetzlaff, Ivan Schneider, Jessy Bernal, Stanislas Niox-Chateau, Steve Abou Rjeily, Thomas Landais","BPI France, Kerala Ventures, Accel",$10M to $50M,No,7,Series E
89,DoorDash,Private,16,1,2470,1/1/2013,3/1/2018,United States,"San Francisco, California, United States","Supply chain, logistics, & delivery",DoorDash is a food delivery platform that connects customers with local and national businesses.,http://www.doordash.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Andy Fang, Evan Moore, Stanley Tang, Tony Xu","Softbank Group, Sequoia Capital, Khosla Ventures",$500M to $1B,No,11,Series H
90,Dream11,Private,1,4,100,1/1/2012,4/9/2019,India,"Mumbai, Maharashtra, India",Internet software & services,"Dream11 is Indiaâ€™s Biggest Sports Game with 30 million+ users playing Fantasy Cricket, Football, Kabaddi and NBA.",https://www.dream11.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Bhavit Sheth, Harsh Jain","Kaalari Capital, Tencent Holdings, Steadview Capital",$10M to $50M,No,5,Secondary Market
91,Dt Dream,Private,1.5,1.2,266.59,3/1/2015,6/8/2017,China,"Hangzhou, Zhejiang, China",Data management & analytics,Dt Dream operates as a cloud computing and big data solutions provider.,http://www.dtdream.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,Jingchuan Wu,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",$1M to $10M,No,3,Series B
92,Duolingo,Private,1.5,1,148.3,1/1/2011,12/4/2019,United States,"Pittsburgh, Pennsylvania, United States",Education,Duolingo is a free language education platform that offers 94 different language courses in 23 languages.,https://www.duolingo.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Luis von Ahn, Severin Hacker","capitalG, Union Square Ventures, New Enterprise Associates",$10M to $50M,No,7,Venture - Series Unknown
93,EBANX,Private,1,2,30,2/1/2012,10/16/2019,Brazil,"Curitiba, Parana, Brazil",Fintech,EBANX is an integrated financial services company offering an end-to-end payment solution across the entire e-commerce transaction flow.,https://business.ebanx.com/en/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Alphonse Voigt, JoÃ£o Del Valle, Wagner Ruiz","FTV Capital, Endeavor",$50M to $100M,No,2,Venture - Series Unknown
94,Emerging markets Property Group/ Emerging Markets Property Group (EMPG),Private,1,1.2,279,1/1/2015,4/28/2020,United Arab Emirates,"Dubai, Dubai, United Arab Emirates",Other,Emerging Markets Property Group (EMPG) runs bespoke property solutions in emerging markets.,https://www.empgroup.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Imran Ali Khan, Zeeshan Ali Khan","OLX Group, KCK Group, EXOR Seeds",-,No,5,Corporate Round
95,Face++ (Megvii)/ MEGVII,Private,4,1.2,1360,10/8/2011,10/31/2017,China,"Beijing, Beijing, China",Artificial intelligence,"Megvii builds AI Engine, a core fundamental technology powering various AI application.",https://www.megvii.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Qi Yin, Wenbin Tang, Yang Mu","Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",$100M to $500M,No,7,Series D
96,Fair,Private,1.2,1.2,2100,1/1/2016,12/20/2018,United States,"Santa Monica, California, United States",Auto & transportation,Fair is a car leasing company that is revolutionizing the car-as-a-service concept.,https://www.fair.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Boone Park, Craig Nehamen, Georg Bauer, Jennifer Parke, Matt Cacciola, Scott Painter","CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",$100M to $500M,Yes,13,Debt Financing
97,Faire,Private,1,3.2,265.95,1/1/2016,10/30/2019,United States,"San Francisco, California, United States",Artificial intelligence,Faire is a curated marketplace for local retailers to discover the best makers and brands to stock their stores risk-free.,https://www.faire.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Daniele Perito, Jeffrey Kolovson, Marcelo Cortes, Max Rhodes","Khosla Ventures, Forerunner Ventures, Sequoia Capital",$10M to $50M,No,6,Series D
98,Figma,Private,2,2.25,132.87,10/1/2012,4/30/2020,United States,"San Francisco, California, United States",Internet software & services,Figma is a collaborative interface design tool that enables the entire teamâ€™s design process to happen in one online tool.,http://figma.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Dylan Field, Evan Wallace","Index Ventures, Greylock Partners, Kleiner Perkins Caufield & Byers",$10M to $50M,No,7,Series D
99,Figure Technologies/ Figure,Private,1.2,1,1350,1/1/2018,11/5/2019,United States,"San Francisco, California, United States",Fintech,"Figure provides consumer financial solutions intended for home improvement, debt consolidation, and retirement planning.",https://figure.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,"Alana Ackerson, Cynthia Chen, June Ou, Michael Cagney, Sara Priola","DCM Ventures, Ribbit Capital, RPM Ventures",$10M to $50M,Yes,13,Series C
100,FirstCry,Private,1.2,1.06,418.36,1/1/2010,2/7/2020,India,"Pune, Maharashtra, India",E-commerce & direct-to-consumer,FirstCry is an online shopping store offering a range of baby care products and toys.,http://www.firstcry.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",11,"Amitava Saha, Sanket Hattimattur, Supam Maheshwari","SoftBank Group, SAIF Partners India, Valiant Capital Partners",$10M to $50M,No,8,Series E
101,FiveTran,Private,1.2,3.5,163.11,1/1/2012,6/30/2020,United States,"Oakland, California, United States",Data management & analytics,"Fivetran automates connectors to sync data from cloud applications, databases, and event logs into users' data warehouses.",https://fivetran.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"George Fraser, Taylor Brown","Matrix Partners, Andreessen Horowitz, General Catalyst",Less than $1M,No,5,Series C
102,Flexport,Private,3.2,1,1300,3/1/2013,4/30/2018,United States,"San Francisco, California, United States","Supply chain, logistics, & delivery",Flexport is a full-service global freight forwarder and logistics platform using modern software to fix the user experience in global trade.,https://www.flexport.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Ryan Petersen,"Bloomberg Beta, Founders Fund, First Round Capital",$100M to $500M,No,9,Secondary Market
103,FlixBus,Private,2.25,1,563.06,1/1/2011,7/18/2019,Germany,"Munich, Bayern, Germany",Auto & transportation,"FlixBus is a unique combination of tech-startup, e-commerce platform and transportation company.",http://www.flixbus.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Andre Schwammlein, Daniel Krauss, Jochen Engert","Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic",$10M to $50M,No,6,Series F
104,Flywire,Private,1,1.5,263.2,1/15/2011,2/13/2020,United States,"Boston, Massachusetts, United States",Fintech,Flywire is a high-growth vertical payments company trusted by organizations to deliver on their customersâ€™ most important moments.,http://www.flywire.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",10,Iker Marcaide,"Spark Capital, F-Prime Capital, Kibo Ventures",$100M to $500M,No,8,Series E
105,Formlabs,Private,1.06,2.77,103.7,1/1/2011,8/1/2018,United States,"Somerville, Massachusetts, United States",Hardware,Formlabs develops powerful and accessible 3D printing systems designed for printing intricate figures.,http://www.formlabs.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"David Cranor, Maxim Lobovsky, Natan Linder","Pitango Venture Capital, DFJ Growth Fund, Foundry Group",$100M to $500M,No,7,Series D
106,Freshworks,Private,3.5,1,484,1/1/2010,7/31/2018,United States,"San Mateo, California, United States",Internet software & services,Freshworks provides businesses with SaaS customer engagement solutions.,https://www.freshworks.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Girish Mathrubootham, Shan Krishnasamy, Vijay Shankar","Accel, Tiger Global Management, capitalG",$50M to $100M,No,9,Secondary Market
107,FXiaoKe,Private,1,1,283,12/1/2011,7/2/2015,China,"Beijing, Beijing, China",Mobile & telecommunications,FXiaoKe is a Chinese provider of mobile management software for sales teams.,https://www.fxiaoke.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,Luo Xu,"IDG Capital, Northern Light Venture Capital, DCM Ventures",$10M to $50M,No,8,Corporate Round
108,Geek+,Private,1,10,439.44,1/1/2015,11/21/2018,China,"Beijing, Beijing, China",Hardware,Geek+ is a logistics and warehousing robotics developer.,http://www.geekplus.com.cn/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,"Hongbo LI, Kai Liu, Xi Chen, Yong Zheng","Volcanics Ventures, Vertex Ventures China, Warburg Pincus",$10M to $50M,No,6,Series C
109,Gett,Private,1.5,2.8,913,1/1/2010,6/7/2018,Israel,"Tel Aviv, Tel Aviv, Israel",Auto & transportation,Gett is a SaaS global ground travel platform manages the entire ride-booking experience for businesses from booking to invoicing.,http://www.gett.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,"Dave Waiser, Roi More","Volkswagen, Access Industries, Vostok New Ventures",$10M to $50M,No,11,Venture - Series Unknown
110,GitLab,Private,2.77,14.3,436.2,1/1/2014,9/19/2018,United States,"San Francisco, California, United States",Internet software & services,GitLab is a web-based open source Git repository manager with wiki and issue tracking features and built-in CI/CD.,http://about.gitlab.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Dmitriy Zaporozhets, Sytse Sijbrandij","Google Ventures, ICONIQ Capital, Khosla Ventures",$10M to $50M,No,8,Series E
111,Globality,Private,1,3.2,172.25,1/1/2015,1/22/2019,United States,"Menlo Park, California, United States",Artificial intelligence,Globality revolutionizes how businesses buy and sell services by matching the best provider at the right price for every project.,http://www.globality.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Joel Hyatt, Lior Delgo, Ran Harpaz",SoftBank Group,$10M to $50M,No,4,Series D
112,Glossier,Private,1.2,1.95,186.4,1/1/2010,3/19/2019,United States,"New York, New York, United States",Consumer & retail,Glossier is a direct-to-consumer beauty company that leverages content and community to power a superior shopping experience.,https://www.glossier.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",10,Emily Weiss,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",$10M to $50M,Yes,5,Series D
113,Glovo,Private,1,3.5,513.12,3/1/2015,12/19/2019,Spain,"Barcelona, Catalonia, Spain","Supply chain, logistics, & delivery","Glovo is a courier service that purchases, picks up, and delivers products ordered through its mobile application.",http://www.glovoapp.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Gerard Olive, Miguel Vicente, Oscar Pierre, Sacha Michaud","IDInvest Partners, Seaya Ventures, Lakestar",$50M to $100M,No,9,Series E
114,Go-Jek/ Gojek,Private,10,1,4840,10/12/2010,8/4/2016,Indonesia,"Jakarta, Jakarta Raya, Indonesia","Supply chain, logistics, & delivery","Gojek is a Super App that provides a variety of services from payments, food delivery, transportation and logistics .",https://www.gojek.io/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,"Kevin Aluwi, Michaelangelo Moran, Nadiem Makarim","Formation Group, Sequoia Capital India, Warburg Pincus",$10M to $50M,No,10,Series F
115,GoodRx,Private,2.8,5.5,1.5,1/1/2011,8/6/2018,United States,"Santa Monica, California, United States",Health,GoodRx believes prescription drugs should be affordable and convenient for everyone.,https://www.goodrx.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Doug Hirsch, Scott Marlette, Trevor Bezdek","Silver Lake Partners, SV Angel, Upfront Ventures",$50M to $100M,No,3,Private Equity
116,Grab,Private,14.3,9,9950,6/1/2012,12/4/2014,Singapore,"Midview City, Central Region, Singapore",Auto & transportation,"Grab is a super app that provides transportation, logistics and financial services.",https://www.grab.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Anthony Tan, Tan Hooi Ling","GGV Capital, Vertex Venture 	  Holdings, Softbank Group",$1B to $10B,Yes,29,Series I
117,Grail,Private,3.2,1,2000,1/1/2015,3/1/2017,United States,"Menlo Park, California, United States",Health,Grail develops a pan-cancer screening test designed to detect cancer early.,https://www.grail.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Alex Aravanis, Jeff Huber","Kleiner Perkins Caufield & Byers, Amazon, Merck & Co.",$50M to $100M,No,4,Series D
118,Graphcore,Private,1.95,3.8,460,1/1/2016,12/18/2018,United Kingdom,"Bristol, Bristol, City of, United Kingdom",Artificial intelligence,Graphcore is a semiconductor company that develops accelerators for AI and machine learning.,https://www.graphcore.ai/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Nigel Toon, Simon Knowles","Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners",$1M to $10M,No,5,Series D
119,Greensill/ Greensill Capital,Private,3.5,1,1710,1/1/2011,7/16/2018,United Kingdom,"London, England, United Kingdom",Fintech,Greensill Capital is a provider of structured working capital financing to businesses globally.,http://www.greensill.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Jason Austin, Lex Greensill","SoftBank Group, General Atlantic",$100M to $500M,No,3,Venture - Series Unknown
120,Grove Collaborative,Private,1,5.1,212.26,1/1/2012,9/6/2019,United States,"San Francisco, California, United States",E-commerce & direct-to-consumer,Grove Collaborative offers a direct-to-consumer ecommerce platform for natural home and personal care products.,http://www.grove.co/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Chris Clark, Jordan Savage, Stuart Landesberg","MHS Capital, NextView Ventures, Mayfield Fund",$100M to $500M,No,7,Series D
121,GuaHao (We Doctor)/ WeDoctor,Private,5.5,1.16,1020,1/1/2010,9/22/2015,China,"Xiaoshan, Zhejiang, China",Health,WeDoctor is the world's leading medical health technology platform.,https://www.guahao.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",6,Liao Jieyuan,"Tencent, Morningside Group",$10M to $50M,No,9,Series F
122,Guazi (Chehaoduo)/ Chehaoduo,Private,9,5,3570,1/1/2015,3/12/2016,China,"Beijing, Beijing, China",E-commerce & direct-to-consumer,Chehaoduo is an online car trading platform that directly links individual car sellers and buyers.,http://www.guazi.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",2,Mark Yang,"Sequoia Capital China, GX Capital",$1M to $10M,No,8,Series D
123,Guild Education,Private,1,1.4,228.5,6/1/2015,11/13/2019,United States,"Denver, Colorado, United States",Internet software & services,"Guild Education's lifelong learning platform offers classes, programs, and degrees for working adults.",http://www.guildeducation.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Brittany Stich, Rachel Carlson","Redpoint Ventures, Harrison Metal, Bessemer Venture Partners",$500M to $1B,Yes,5,Series D
124,Gusto,Private,3.8,1.1,516.1,11/1/2011,12/18/2015,United States,"San Francisco, California, United States",Fintech,"Gusto provides a cloud-based payroll, benefits, and human resource management solution for businesses.",https://www.gusto.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Edward Kim, Josh Reeves, Joshua Reeves, Tomer London","General Catalyst Partners, Google Ventures, Kleiner Perkins Caufield & Byers",$50M to $100M,No,9,Series D
125,Gympass,Private,1,1.35,300,1/1/2012,6/12/2019,United States,"Brasil, Sao Paulo, Brazil",Internet software & services,Gympass is a fitness discovery platform connecting the world's network of fitness facilities to companies and its employees.,https://www.gympass.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Cesar Carvalho, Joao Barbosa","General Atlantic, SoftBank Group, Atomico",$50M to $100M,No,5,Series D
126,HashiCorp,Private,5.1,3,349.18,1/1/2012,11/1/2018,United States,"San Francisco, California, United States",Internet software & services,"HashiCorp is a remote-first company that solves development, security, and operations challenges in infrastructure.",https://www.hashicorp.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",7,"Armon Dadgar, Mitchell Hashimoto","Redpoint Ventures, True Ventures, Mayfield Fund",$10M to $50M,No,5,Series E
127,HeadSpin,Private,1.16,1,140,8/15/2015,2/25/2020,United States,"Palo Alto, California, United States",Mobile & telecommunications,HeadSpin is the worldâ€™s first Connected Intelligence Platformâ„¢ Connected Intelligenceâ„¢,https://www.headspin.io,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Brien Colwell, Manish Lachwani","ICONIQ Capital, Dell Technologies Capital, Tiger Global Management",$1M to $10M,No,5,Series C
128,Hello TransTech,Private,5,2,1750,1/1/2016,6/1/2018,China,"Shanghai, Shanghai, China",Auto & transportation,Hello TransTech (formerly HelloBike) develops smart-sharing bikes for short distance travelers in China.,http://www.hellobike.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Han Mei, Jiang Wei, Li Kaizhu, Yang Lei","Ant Financial Services Group, GGV Capital",$1M to $10M,Yes,7,Series G
129,Hike,Private,1.4,1,261,12/12/2012,8/16/2016,India,"New Delhi, Delhi, India",Mobile & telecommunications,Hike designs and develops mobile messaging applications.,http://www.hike.in/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,Kavin Bharti Mittal,"Foxconn, Tiger Global management, Tencent",$10M to $50M,No,5,Series D
130,Hims,Private,1.1,1,197,1/1/2017,1/29/2019,United States,"San Francisco, California, United States",Health,"Hims is a wellness brand that helps the men get access to products for skin care, erectile dysfunction, and hair loss.",https://www.forhims.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",3,"Andrew Dudum, Hilary Coles, Jack Abraham","Forerunner Ventures, Thrive Capital, Redpoint Ventures",$10M to $50M,Yes,7,Series C
131,Hippo/ Hippo Insurance,Private,1.35,1,359,1/1/2015,7/24/2019,United States,"Palo Alto, California, United States",Fintech,Hippo Insurance is an insurtech company that provides insurance products and smart home devices to homeowners.,http://www.myhippo.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Assaf Wand, Eyal Navon","Propel Venture Partners, Horizons Ventures, Comcast Ventures",$50M to $100M,No,6,Series E
132,Horizon Robotics,Private,3,1,700.6,1/1/2015,2/27/2019,China,"Beijing, Beijing, China",Artificial intelligence,Horizon Robotics develops artificial intelligence chips for robots.,https://www.horizon.ai/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",5,"Annie Tao, Chang Huang, Fang Yi, Kai Yu, Ming Yang","Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",$10M to $50M,Yes,7,Series B
133,Huike Group/ Huikedu Group,Private,1,4,302.2,8/1/2010,5/24/2018,China,"Beijing, Beijing, China",Edtech,Huikedu is a Beijing-based education provider which offers higher education and vocational education services and products,http://www.huikedu.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,-,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",-,No,4,Series D
134,Huimin,Private,2,2,516.95,5/1/2013,9/5/2016,China,"Beijing, Beijing, China",E-commerce & direct-to-consumer,Huimin is a B2B e-commerce platform that focuses on small-scale supermarkets that provides community supermarket websites for communities.,http://www.huimin.cn/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",4,Zhang Yichun,"Zheshang Venture Capital, GP Capital, Western Capital Management",$100M to $500M,No,3,Series C
135,Ibotta,Private,1,3.5,85,1/1/2011,8/6/2019,United States,"Denver, Colorado, United States",Fintech,Ibotta is an application that pays its users for shopping online or in store.,http://ibotta.com,"CBINSIGHTS Global Unicorn Club, Crunchbase data",9,Bryan Leach,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",$10M to $50M,No,6,Series D
136,iCarbonX,Private,1,1.6,200,10/27/2015,4/12/2016,China,"Shenzhen, Guangdong, China",Artificial intelligence,iCarbonX is a China-based artificial intelligence platform for health data company.,https://www.icarbonx.com/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",1,"Hao Li, Jun Wang, Yingrui Li","Tencent, Vcanbio",$10M to $50M,No,2,Series A
137,iFood,Private,1,1,591.86,5/15/2011,11/13/2018,Brazil,"Campina, Sao Paulo, Brazil","Supply chain, logistics, & delivery",IFood is an online food delivery portal that develops an innovative system so users can order deliveries on the internet with no hassle.,https://www.ifood.com.br/,"CBINSIGHTS Global Unicorn Club, Crunchbase data",8,"Eduardo Baer, Felipe Ramos Fioravante, Gabriel Pinto, Guilherme Bonifacio, Patrick Sigrist","Movile, Just Eat, Naspers",$10M to $50M,No,7,Series G
